GSE91061,GSE61992,GSE91061|GSE61992
LINC01060,,
SAXO2,,
SPN,,
TCL1A,,
ZNF749,,
SLC24A4,,
MRPS16,,
SOWAHC,,
ENOPH1,,
NPTN,,
FBXL4,,
HEXIM2,,
PSMD10,,
CEP128,,
CACUL1,,
COPRS,,
MAGEA4,,
BRAT1,,
MSI2,,
MRPS22,,
NMT1,,
PAPOLA,,
MIR211,,
TMEM11,,
RUFY3,,
SRP54,,
PSMC1,,
C12orf43,,
UNK,,
TMEM184C,,
EID2,,
MS4A1,,
GET3,,
CIT,,
LAMTOR3,,
ULK4,,
ARL1,,
VEZF1,,
MLX,,
EFCAB11,,
JKAMP,,
GAA,,
ATXN7L3,,
ANKRD9,,
MAPK4,,
EXOC5,,
LYRM2,,
EIF5,,
HACD3,,
MRPS7,,
MED19,,
PIGH,,
UTP11,,
CHCHD1,,
LCLAT1,,
ZDHHC5,,
CDKN3,,
PBDC1,,
XPNPEP1,,
EXOSC9,,
SHTN1,,
GNB5,,
MYO1E,,
AMZ2,,
DSCR9,,
PRKCZ,,
ZBTB24,,
ALKBH1,,
USE1,,
SPACA3,,
TMEM192,,
EIF2A,,
FEM1B,,
TOB1,,
PPM1A,,
RNF13,,
CHMP6,,
NDUFB8,,
STPG1,,
NUP54,,
MORF4L1,,
CDH7,,
ZWINT,,
TERT,,
BAG5,,
PTCD3,,
UPK1A,,
LRRC45,,
PWP1,,
LSM12,,
H1-0,,
FCRL1,,
CC2D1B,,
METTL23,,
VRK3,,
SUZ12,,
HEXA,,
UTP3,,
CUEDC2,,
CDKL2,,
UTP18,,
CPSF2,,
BBS4,,
ACP1,,
POP4,,
KIFBP,,
BCAT2,,
LINC00958,,
LACTB,,
NAA30,,
MIR635,,
MCMBP,,
EIF2AK1,,
TRMT44,,
ACTR10,,
FAM229B,,
SNF8,,
WBP2,,
TNFRSF13C,,
SFR1,,
VPS13C,,
DUSP3,,
MIR4435-2HG,,
MAN2C1,,
PPCS,,
HEATR6,,
ARHGAP5,,
ANXA2P2,,
PSMD12,,
CHRNA5,,
RAB21,,
WDR45B,,
NME6,,
SUPT5H,,
ABRAXAS2,,
HMG20A,,
DENR,,
PALB2,,
SRBD1,,
G3BP2,,
TMEM69,,
C2orf69,,
ZNF672,,
NHSL1,,
SIN3A,,
SIAH2,,
TSPAN10,,
PSMC6,,
MOAP1,,
SDHB,,
DNAL1,,
HIF1AN,,
RWDD3,,
CCDC43,,
GOLGA5,,
KLHDC2,,
ZNF620,,
ATP6V1D,,
NRBF2,,
VPS33A,,
QPCT,,
ARHGDIA,,
ZNF839,,
CHST12,,
MICAL1,,
TMEM128,,
DNAJB14,,
DGKQ,,
KCNAB2,,
KLHDC9,,
MRPL43,,
EIF4G2,,
MRFAP1,,
MAP4K3,,
VPS33B,,
EIF4E,,
SELENOH,,
AKAP8,,
CPEB2,,
TMEM147,,
P2RX5,,
KDELR1,,
ERI2,,
RCN2,,
CNIH1,,
MNAT1,,
ISCA2,,
WDHD1,,
TIMM9,,
GIHCG,,
THAP9,,
MILIP,,
ATP13A2,,
NUBPL,,
USP32,,
ZC3H14,,
COA3,,
LSM4,,
TIMM10,,
MRFAP1L1,,
ZDHHC6,,
GTF2A2,,
ESCO1,,
CLBA1,,
KRT10-AS1,,
RNF4,,
FKBP3,,
AGFG1,,
GOLGA1,,
MRPL46,,
SYNJ1,,
PROSER3,,
PDCD2L,,
PPP3CB,,
MAEA,,
SLC25A39,,
DYNC1LI1,,
PPP2R2D,,
DYNC2LI1,,
TACO1,,
TEAD1,,
GATB,,
PIGG,,
CHST9,,
ERBB2,,
CD19,,
PLCD3,,
PRPF31,,
ZBTB45,,
SERP1,,
CTLA4,,
OAT,,
TMX1,,
PDE4DIP,,
ANKRD40,,
ZNF784,,
HELQ,,
FAHD1,,
MRPL20,,
MED25,,
ARF6,,
CDC27,,
DHX32,,
STRN4,,
EAPP,,
PPP6R1,,
SNX17,,
RAMAC,,
PNMA1,,
TMEM199,,
CLPTM1,,
OPTN,,
STARD3,,
ZBED5-AS1,,
FZR1,,
PIP4K2B,,
PFN2,,
POU2F2,,
PSMD8,,
HEXA-AS1,,
COPS4,,
SUMO2,,
MRPL27,,
PAIP1,,
MRPL58,,
VRK1,,
LINC00662,,
POLL,,
BECN1,,
VAT1,,
MED6,,
EPHA5,,
MARK3,,
LINC00589,,
CSTF2T,,
TRAPPC11,,
TLE6,,
EGLN1,,
ERAL1,,
MRPS30,,
SLC4A1AP,,
SMAD2,,
ANAPC11,,
HNRNPLL,,
PSEN1,,
SENP8,,
ZNF799,,
SAP30BP,,
YY1,,
PRPF18,,
DTX1,,
METTL14,,
PARP2,,
SLC39A9,,
PLCG2,,
AIMP1,,
MAP3K10,,
CINP,,
EIF2S1,,
PRMT9,,
KLHL11,,
LINC02693,,
CDCA4,,
CCNB2,,
TRAPPC6B,,
RAF1,,
HSP90AA1,,
GNAI3,,
AAGAB,,
CHAF1B,,
LYSET,,
EXD2,,
GAK,,
LRR1,,
MAP2K5,,
API5,,
SLC16A7,,
ZNF17,,
POLE4,,
RAB18,,
UBR7,,
KC6,,
RAD51B,,
MRFAP1L2,,
KLHL28,,
XRCC3,,
MED29,,
SGSH,,
CDC42BPB,,
SNX6,,
BCDIN3D,,
STXBP1,,
ERG28,,
PSMA4,,
PRKCB,,
DDX52,,
TRPM1,,
OGFOD3,,
RAB12,,
NT5C3B,,
ADGRL4,,
GPR150,,
ACTR8,,
FIG4,,
IDH3A,,
ZNF324B,,
TRA2B,,
YTHDC1,,
ETFA,,
ZFP28,,
CD22,,
PRDX3,,
GRSF1,,
PNKP,,
HECTD3,,
MIGA1,,
GOSR1,,
AP3D1,,
UEVLD,,
PSMA3,,
UBE2D3,,
BOLA3,,
LIN52,,
RTCA,,
MTX2,,
FAM149B1,,
AP5M1,,
NAPG,,
MIF4GD,,
ECD,,
MAGEA6,,
SNORD97,,
MSL1,,
NAXE,,
SETD3,,
EAF1,,
PIK3CD,,
FUZ,,
HAUS3,,
ZNF543,,
HROB,,
RAD23A,,
LZTS2,,
MAPKAPK5,,
IDH1,,
NELFA,,
NDUFV2,,
ALG10,,
PDK2,,
RTN4R,,
TMED10,,
WASHC4,,
TBC1D2B,,
DHX8,,
CA8,,
GRWD1,,
ZCRB1,,
MRPL45,,
CCDC174,,
FBXO8,,
RER1,,
PPP4R3A,,
TM4SF1,,
ACBD7,,
DBR1,,
ZNF697,,
IP6K1,,
COMMD9,,
MYO9A,,
KIF23,,
UBE2M,,
LZIC,,
AXIN1,,
PDHB,,
RNF34,,
SPHK2,,
CCSER2,,
SMARCE1,,
TOX4,,
MAX,,
PSMD3,,
PITHD1,,
ERP29,,
ZBTB25,,
LETM1,,
RPP30,,
XKR8,,
GLRX5,,
STAP1,,
VIPAS39,,
GUSBP5,,
TMEM156,,
VPS26A,,
THAP6,,
SNX4,,
MAPK1IP1L,,
SMPD1,,
MRPL10,,
RANBP3,,
C14orf28,,
OCIAD1,,
STX7,,
PPP1R8,,
IDH1-AS1,,
HERC4,,
PCNX4,,
TMEM267,,
TCEAL4,,
C3orf38,,
SACM1L,,
STAG1,,
COQ3,,
GPBP1L1,,
MMS19,,
TTC33,,
DLST,,
LARP7,,
AKIRIN1,,
PIAS1,,
PPIE,,
MAP2K7,,
DR1,,
ZC3H12D,,
ANKRD39,,
NANS,,
ANXA2,,
CDK17,,
EDC3,,
MANSC4,,
IQSEC1,,
ZRANB2-DT,,
MRPL52,,
GSK3A,,
SLC66A1,,
SMNDC1,,
YME1L1,,
RPP14,,
HNRNPL,,
TMED2,,
NAA15,,
TUBG1,,
NPLOC4,,
CYP51A1,,
TM4SF18,,
TTLL5,,
FHIP2A,,
NECAP2,,
CLP1,,
ATP6V0B,,
AKAP10,,
FBXO25,,
AREL1,,
SCO1,,
RGS11,,
GON7,,
CCNK,,
TMUB2,,
FBXO42,,
CISD3,,
PSMD9,,
TTC39A,,
AP2A1,,
STYX,,
ATG14,,
ANKRD36,,
TM4SF19,,
ZNF576,,
ATXN3,,
COASY,,
HEATR5A,,
JPT2,,
UBE2J2,,
DCAF5,,
MRPS23,,
ACOX3,,
BACH2,,
FIP1L1,,
ALMS1P1,,
BABAM1,,
MESP1,,
EIPR1,,
ALKBH6,,
HIRIP3,,
ZNF546,,
LIN7C,,
KCNQ4,,
RTN4IP1,,
UBL7,,
VTI1A,,
MRPS18C,,
CEP89,,
NUFIP2,,
ORC5,,
LOC440700,,
DDX55,,
CNOT11,,
ZNF446,,
KTN1,,
HERC5,,
AICDA,,
PACS2,,
PSMC4,,
ROBO2,,
RETREG2,,
MCPH1-DT,,
LMBR1L,,
PDIK1L,,
L2HGDH,,
ATAD1,,
MYO5A,,
MTIF2,,
CCDC103,,
ARMC5,,
SDHAF1,,
SLC19A2,,
PEX10,,
TNIP2,,
ABCE1,,
TUBB2A,,
LARP4B,,
ACTR6,,
ZNF112,,
WASH8P,,
SP140,,
BTF3L4,,
RBSN,,
C12orf56,,
TUBA1B,,
TBK1,,
POLDIP2,,
CFAP36,,
NDUFAF8,,
SCML4,,
MTRF1L,,
ABHD8,,
GOLGA4,,
IFTAP,,
GTF2H3,,
ELOA,,
C19orf12,,
WDR20,,
ALKBH3,,
TEDC1,,
MBIP,,
IRAG2,,
SLX9,,
ZDHHC16,,
ZNF134,,
HSPBP1,,
ZNF8,,
GEMIN7,,
COQ7,,
MKS1,,
PSMD13,,
COX11,,
NAF1,,
TIAL1,,
ERI3,,
COA8,,
RNF220,,
VTI1B,,
DHX58,,
MORN2,,
RBM42,,
HNRNPF,,
KRR1,,
BRCC3,,
FRA10AC1,,
CWF19L1,,
PEX14,,
ZDHHC2,,
USP13,,
XXYLT1,,
XAB2,,
CENPI,,
CMC1,,
SLF2,,
MICU1,,
SDAD1,,
GNPTG,,
TMX2,,
SNW1,,
BRF1,,
SRP68,,
SLC25A33,,
DPCD,,
ZCCHC4,,
MARCHF5,,
LAMTOR5,,
FAM204A,,
PANK4,,
ZNF268,,
CLN6,,
SZRD1,,
MRPL37,,
NIF3L1,,
ZSCAN22,,
TTC8,,
C1orf74,,
WSB2,,
RAB28,,
ELP6,,
SEPTIN9,,
RRAGD,,
FKRP,,
RWDD4,,
MGAT2,,
OXSM,,
DDA1,,
TRMT5,,
GALE,,
SMIM12,,
TBC1D16,,
NEK4,,
CNOT9,,
POLR2B,,
GFER,,
NSMCE1,,
SPPL3,,
MFSD4B,,
EFTUD2,,
FABP6,,
PPID,,
NRDE2,,
HSPA14,,
BBIP1,,
CORO1C,,
INTS12,,
RHNO1,,
WDPCP,,
RUFY2,,
ZUP1,,
PML,,
HAPSTR1,,
LRRC41,,
POLR2D,,
TRMT1L,,
DMAC2,,
RTRAF,,
LARS2,,
USF2,,
DHX30,,
BLOC1S2,,
FHOD3,,
SLBP,,
KLC3,,
AHSA1,,
DEXI,,
RPAP2,,
GEMIN8P4,,
PODXL2,,
GPN1,,
PIK3CB,,
TRAPPC6A,,
MFSD8,,
KHDRBS1,,
SLC26A1,,
AASDH,,
SNCA,,
PARG,,
TRIM47,,
ZNF180,,
FGFBP3,,
SLC30A7,,
ZNF772,,
VMA21,,
NKAP,,
MRPS12,,
DENND6A,,
DUS1L,,
CNR2,,
TICAM1,,
LILRA3,,
ASPSCR1,,
WAPL,,
BRAP,,
RWDD2A,,
RPTOR,,
PPP1CC,,
SNIP1,,
SEMA6D,,
KCTD13,,
KPNA6,,
ZNF530,,
MCRIP1,,
TRIM37,,
PSMA5,,
REEP4,,
C11orf58,,
YTHDF2,,
TIMM29,,
CENPX,,
FAM32A,,
LSM3,,
GADD45GIP1,,
TRMT10A,,
MTMR4,,
DENND2D,,
LCOR,,
ZNF461,,
NPEPPS,,
PSMD11,,
GCSAM,,
TUBB4B,,
LYPLA2,,
TSPAN4,,
DUS3L,,
IER3IP1,,
DVL1,,
C2orf42,,
BRMS1L,,
ZBTB42,,
ZNF584,,
TSG101,,
ARHGAP10,,
ALG14,,
DAD1,,
CEP70,,
ZNF213,,
GATC,,
SNX14,,
GHITM,,
HDDC3,,
STRADA,,
SLAMF1,,
YRDC,,
RNF40,,
CALM3,,
TRAF3,,
LTK,,
AP3M1,,
TBC1D12,,
NIBAN3,,
ZNF426,,
EXOC7,,
ACSF3,,
BTBD6,,
GNA13,,
PTPMT1,,
C1QL4,,
CYP11A1,,
PKN2,,
KANSL1,,
SHLD2,,
MED26,,
PPP2R3C,,
DCLRE1A,,
ADPRS,,
IQCC,,
TMEM50A,,
PIGF,,
REPS1,,
VPS25,,
CERS5,,
NPC1,,
SCOC,,
TMEM260,,
UROD,,
REEP3,,
LINC01013,,
SNX11,,
HSBP1L1,,
THRAP3,,
KNSTRN,,
NARF,,
ELAC1,,
ABHD14A,,
USP46,,
ZNF131,,
TCEAL1,,
ZNF45,,
PRR22,,
TOGARAM1,,
CANT1,,
ZNF567,,
NEDD1,,
ZNF721,,
NHERF1,,
GTF2B,,
ANAPC10,,
C6orf120,,
CC2D2A,,
LOC554206,,
ZNF419,,
SNORD94,,
SNHG16,,
MRPS11,,
LINC00323,,
CISD2,,
GGA3,,
LRRC8B,,
SMS,,
ZNF580,,
GGNBP2,,
ANAPC13,,
TAOK1,,
HNRNPD,,
ZNF205,,
WDFY4,,
FADS1,,
CIB2,,
ARHGEF18,,
SNAPC5,,
ERH,,
SUPT16H,,
HACE1,,
CEP55,,
HAUS5,,
RAP1GDS1,,
ILKAP,,
FOXK2,,
RBBP7,,
MAP4K3-DT,,
PTP4A2,,
ZNF25,,
ZBTB8A,,
MAIP1,,
C15orf61,,
IAH1,,
FBXO33,,
SAFB2,,
BBS7,,
TM2D1,,
SMG8,,
USP1,,
COA6,,
RBM23,,
TDP1,,
TBCK,,
ULK2,,
TFPT,,
PHB1,,
SEC22C,,
FOXN3-AS1,,
CSNK1D,,
CCDC24,,
NBR1,,
BRD4,,
USP39,,
MBLAC1,,
ELP2,,
RGS10,,
DMAC2L,,
DDX54,,
PNPO,,
PEBP1,,
KCNU1,,
GPN3,,
ITCH,,
OTUD5,,
FBXO4,,
SPTLC2,,
WRAP73,,
LINC00881,,
IPO13,,
STRIP1,,
LIN54,,
ATP5PD,,
LINC01531,,
WDR91,,
USP38,,
COQ2,,
NUP37,,
ASAH1,,
PTBP1,,
PDHX,,
DNAAF2,,
MRPS15,,
RRP1B,,
TTC27,,
CNOT3,,
ZNF776,,
REXO1,,
TMEM60,,
GINM1,,
BEX3,,
NUP85,,
PPP2R5C,,
NRAS,,
GSTT2,,
ZSWIM8,,
IFT140,,
HTT,,
CCDC71,,
PDE12,,
NHLRC2,,
FBXO6,,
MVK,,
ZFYVE9,,
BCL2L12,,
OSCP1,,
UHMK1,,
C17orf75,,
AKAP8L,,
NEMF,,
GTF2F1,,
PEAK1,,
LRRC47,,
RNF123,,
CDC14A,,
APEH,,
ZYG11B,,
AP1M1,,
MRPL42,,
STX11,,
RNF7,,
PRKAR1A,,
SPNS1,,
SLC22A18AS,,
AURKAIP1,,
PRPSAP1,,
ATG4B,,
MASTL,,
BBS10,,
PYURF,,
TRIAP1,,
TMEM115,,
HGS,,
SKIC8,,
RBBP6,,
RUVBL2,,
AFG1L,,
TMEM186,,
RAB11FIP2,,
UFL1,,
RRP1,,
TADA2B,,
IGSF8,,
NR1H2,,
GPATCH1,,
ZNF140,,
BBS5,,
ZNF207,,
PRKCH,,
LRFN3,,
BAX,,
FCF1,,
AGPS,,
DMWD,,
SOCS4,,
SRSF7,,
SYMPK,,
AP1AR,,
SLK,,
UNC45A,,
BCKDK,,
KPNB1,,
CD2BP2,,
PCCB,,
CCAR1,,
EME1,,
CEP57L1,,
WDSUB1,,
PRPF40A,,
TRIM28,,
UBL7-DT,,
SCAMP2,,
PAFAH2,,
MRPL1,,
POMGNT1,,
FAAP100,,
SCAF1,,
ACSL3,,
APPBP2,,
RPP38,,
NDUFC1,,
MPI,,
GYG1,,
TXNRD3,,
THAP10,,
UBXN2A,,
EIF1B,,
TOM1L1,,
MRM2,,
TIMM23,,
MTERF2,,
SGK1,,
TLK2,,
OSGEPL1,,
AGTRAP,,
MBTPS2,,
EXOSC1,,
KCTD2,,
SUGP1,,
SNPH,,
ARAF,,
COPB1,,
WIPF2,,
USP48,,
CFL2,,
VAMP3,,
FAM200B,,
MTHFR,,
MOSMO,,
CHMP2B,,
RTCB,,
SPTBN1,,
NLRC3,,
POC1A,,
YBEY,,
THAP4,,
DHX40,,
CEP135,,
CASP9,,
ARMC7,,
ZFYVE1,,
USP40,,
AKR7A2,,
RFC1,,
TCP11L1,,
HEMK1,,
TRIP11,,
EIF4H,,
SLC30A1,,
ZNF155,,
HNRNPDL,,
SRP72,,
ZNF304,,
LENG1,,
GSPT1,,
LINC00339,,
NACC1,,
SEC24B,,
TMEM53,,
SCFD1,,
FBXO28,,
C3orf33,,
PPP2R5E,,
AVPI1,,
TNFAIP1,,
PPIG,,
LOC100505715,,
DDRGK1,,
CCDC47,,
ATPAF1,,
PDCD6IP,,
SRSF9,,
RPL36AL,,
SEPTIN4,,
PARP6,,
THAP1,,
FANCM,,
ZNF396,,
SENP2,,
ASB3,,
TXLNA,,
OSGIN2,,
AK2,,
GNPNAT1,,
MYO1D,,
TCTN3,,
GTF3C2,,
NABP1,,
NF1,,
RCCD1,,
C21orf91,,
DOCK7,,
MIR659,,
USP14,,
UBE2N,,
ZNF324,,
PIEZO2,,
NDUFA7,,
GOLPH3L,,
ATXN2L,,
BORCS7,,
LRRC49,,
PPP5C,,
ZNF653,,
TTLL7,,
MRPL33,,
KAT7,,
GPATCH8,,
E2F6,,
CSPG4,,
TRIR,,
NCBP2AS2,,
RPS27L,,
LYPD8,,
ZZZ3,,
ANKRD13C,,
VPS26C,,
PCTP,,
CCDC97,,
SIRT3,,
NELFB,,
PRORP,,
SYT5,,
AAMP,,
NDUFAB1,,
SPATA20,,
WBP1L,,
DCK,,
EMC3,,
GTPBP3,,
CCDC124,,
SPATA7,,
YJU2,,
RBM45,,
KIF1B,,
VPS54,,
NPC2,,
FAM193A,,
TRAM1L1,,
EXOC1,,
PIH1D1,,
U2AF2,,
AKR1A1,,
SFXN2,,
CAPZA1,,
UPRT,,
WDR24,,
PTOV1,,
POLR2L,,
HSD17B11,,
DTNA,,
POMGNT2,,
LLGL1,,
FLT1,,
EIF2B2,,
WDR89,,
TAF1B,,
UACA,,
GEMIN2,,
RAB38,,
THAP3,,
GDAP2,,
ZC2HC1C,,
C10orf88,,
ZFYVE21,,
CPLANE2,,
PLEKHG3,,
ZMYM6,,
TMEM234,,
IVNS1ABP,,
PPP2R3A,,
ANXA2R-OT1,,
ZFAND6,,
ATP5MK,,
EIF4E2,,
POU2AF1,,
RCAN3,,
NUDT17,,
SPAG1,,
ZNF136,,
COX18,,
PAK6,,
FHIP1A,,
WDR11,,
WDCP,,
C4orf33,,
DBF4B,,
FAM228B,,
MMAB,,
SNRNP35,,
TRAPPC3,,
FNIP2,,
SLC30A9,,
NIN,,
SIVA1,,
SUMO3,,
SPRYD3,,
ZNF747,,
H3-3B,,
ADAM11,,
SMIM8,,
MAP2K2,,
SRSF1,,
PRKAA1,,
POP1,,
STAMBP,,
HAUS8,,
RNF181,,
TP53I13,,
WDR54,,
TRUB1,,
BMPR1A,,
MTFR1L,,
ELMOD2,,
GDPGP1,,
COQ5,,
COQ6,,
MAGEA3,,
CDK1,,
MAPKAPK3,,
MYO19,,
ZNF780A,,
E4F1,,
SMARCD2,,
ZMYM4,,
UBXN6,,
PHC2,,
FARP2,,
EFCC1,,
CLPP,,
ZNF420,,
SLC24A5,,
SMARCAD1,,
SRSF2,,
SYDE1,,
PXN-AS1,,
MVB12A,,
GLMP,,
MRPL17,,
CEP170B,,
CIB1,,
TYW5,,
RECQL5,,
FAHD2B,,
OIP5-AS1,,
ATP10A,,
DNAJC16,,
SNX29,,
MED1,,
ZNF507,,
MIB2,,
MFSD14A,,
CYB5RL,,
AIDA,,
USP31,,
AHI1,,
NUP50,,
MRPL36,,
TBCD,,
ZKSCAN2,,
HSPA4L,,
CENPBD2P,,
TMEM104,,
ASIP,,
UCN,,
COIL,,
C1QL1,,
C14orf119,,
SWT1,,
GIT1,,
PIGQ,,
PRR9,,
TIMM10B,,
HPS6,,
METTL6,,
NCBP2,,
TRPC4AP,,
UBA6-DT,,
ZMPSTE24,,
AZI2,,
NSDHL,,
SUPV3L1,,
CYB561D2,,
MRPL24,,
B3GAT3,,
SNX12,,
KIF22,,
HPF1,,
RENBP,,
PDCD5,,
NOP14-AS1,,
STAG2,,
CR2,,
NR4A1,,
MARK4,,
TEX264,,
OTX1,,
COX5A,,
ZNF518A,,
LRIG2,,
NSD2,,
NNT-AS1,,
BFAR,,
ATP5F1C,,
NXT2,,
ZNF619,,
APH1A,,
WASHC3,,
WIZ,,
MED16,,
CDIPT,,
GEMIN6,,
MND1,,
ZNF564,,
HINT3,,
AEN,,
SCYL2,,
DNAJB12,,
JAGN1,,
RFT1,,
NUDT9,,
RAB8A,,
FASN,,
CCDC66,,
RHEB,,
KMT2B,,
GCN1,,
CSMD1,,
RSAD1,,
ESYT3,,
ZNF629,,
FCRL3,,
ZNF404,,
NOPCHAP1,,
ING2,,
ASNSD1,,
PLK4,,
CST7,,
ERCC2,,
MRPL28,,
TARS1,,
CDKN1B,,
VEZT,,
UQCC3,,
RIC8A,,
NPRL2,,
CEP290,,
LRRC37BP1,,
FN3KRP,,
USP22,,
YBX1,,
LINC00667,,
MARCKS,,
OXLD1,,
DNAJA4,,
MTA1,,
RNF19B,,
GRB2,,
PGAM1,,
CNIH4,,
DNAJC8,,
DAZAP1,,
TRAPPC12,,
ZBTB7A,,
COG7,,
SLC30A6,,
CTBP1,,
PKNOX1,,
LGALS8,,
HPRT1,,
PRMT1,,
ZNF470,,
NEIL3,,
ZBTB38,,
TAOK2,,
TCAIM,,
TXNDC16,,
UCHL1,,
ALG6,,
KIAA0586,,
RALBP1,,
METTL25B,,
TM9SF3,,
TRIM65,,
DYNC2I2,,
ACTG1,,
UXS1,,
POMT2,,
RRAS2,,
SUMO1,,
SMUG1,,
ORC3,,
SAR1A,,
PRMT5,,
PRIMPOL,,
PRPF39,,
ADGRG6,,
STAP2,,
PAQR5,,
FSTL5,,
SETD1A,,
GUF1,,
BLOC1S4,,
CD320,,
ENDOV,,
NDUFS3,,
ORAI3,,
SDCCAG8,,
TMEM203,,
TSNAX,,
PLEKHB2,,
MAD2L1,,
H1-10,,
RUNX3,,
WHRN,,
ZNF330,,
APBB1,,
SMARCA5,,
MRPL19,,
C15orf40,,
DARS1,,
LONP1,,
SEC23IP,,
CHMP2A,,
TXNDC12,,
CENPW,,
PTRH2,,
RNF141,,
GMPS,,
MAP4K1,,
PREB,,
LGR6,,
BAIAP2-DT,,
UBA2,,
THUMPD3,,
SLC38A10,,
COQ8B,,
PHTF2,,
USO1,,
RRP8,,
HNRNPH3,,
RALGAPA1,,
CDC42,,
CDC6,,
IRF2BP1,,
SPAG9,,
PAGR1,,
AP1S3,,
DDX50,,
STARD5,,
ATP13A1,,
ILVBL,,
SCAND2P,,
YEATS4,,
YIPF4,,
ATG13,,
CBR3,,
URB1-AS1,,
DEGS1,,
YIPF2,,
SLC39A6,,
LINC00648,,
KHSRP,,
SLC26A11,,
AKAP7,,
CHCHD6,,
RPRD1A,,
SUDS3,,
PDE8A,,
UFSP2,,
MED18,,
PTPRM,,
IPP,,
MRPL18,,
ELK1,,
RAB4A,,
FXR1,,
POLR3A,,
METTL2A,,
SEC24C,,
KMT5C,,
CLCC1,,
DLGAP5,,
CLTC,,
ZNF765,,
JTB,,
TNPO2,,
COX15,,
CCNJ,,
MITF,,
FAM20B,,
LRRC59,,
SEMA4F,,
MRTO4,,
COL13A1,,
COPS7A,,
ANKRD61,,
VPS4B,,
EIF3A,,
PRDM4,,
QPCTL,,
USP36,,
POLE2,,
THAP8,,
NAP1L5,,
SPTY2D1,,
CUL4B,,
POLR2E,,
DOHH,,
SARS2,,
NHSL1-AS1,,
ZNF691,,
HTR3A,,
FAM98C,,
MORF4L2,,
ILF3-DT,,
PSMB3,,
PPP1R37,,
CDC37,,
RGS13,,
RFNG,,
CNOT10,,
DNTTIP2,,
SNAP47,,
INO80,,
TMEM9B,,
ZFAND5,,
U2SURP,,
MECR,,
FCAMR,,
ZNHIT3,,
ZNF805,,
KIF20B,,
PSMD14,,
CSTF3,,
VTA1,,
RNF115,,
NDUFB1,,
MTPAP,,
GSTCD,,
ATP5MJ,,
ERCC3,,
CCNA2,,
FBXO21,,
NOTCH2NLA,,
NPHP3,,
TICRR,,
ADNP2,,
DDOST,,
